,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,TIPO,PRODUTOR,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,ANÁLISE_SENSORIAL,HISTÓRIA_DO_ALAMBIQUE,TIPO_DO_PRODUTO,HARMONIZAÇÃO,PREMIOS,ANÁLISE_DO_CACHACIER,INFORMAÇÕES_DO_PRODUTO,MODO_DE_PRODUÇÃO,PALAVRAS_COMUMENTE_USADAS,INGREDIENTES,INFORMAÇÕES_TÉCNICAS,TEXTO_DESCRITIVO,CONSUMO
2706,NOME DA CACHAÇA: Comprar Cachaça WIBA Branca ,"PREÇO: R$ 89,86","['DESCRIÇÃO DA CACHAÇA: Cachaça WIBA Branca, produzida em alambique de cobre, na cidade de Torre de Pedra, interior de São Paulo é uma bebida destilada da fermentação da cana de açúcar, armazenada em dornas de inox.', 'A bebida com 38% de teor alcoólico é suave, possuindo um aroma frutado.', 'É uma bebida límpida e com redução de aldeídos, o vilão da ressaca.', 'Possui certificação atestada de análise da ESALQ-USP.', 'Eleita por voto popular como uma das 250 melhores cachaças do Brasil pelo 3º Ranking da Cúpula da Cachaça.', '* Medalha de Prata 2019 - Concurso de Vinhos e Destilados do Brasil - Ex Bruxelas Brasil.', 'Volume: 670ml  Teor Alcoólico: 38% Vol.', 'Prêmios: Medalha de Prata no 17º concurso de Vinhos e Destilados do Brasil 2019.']",Volume:  670 ML ,Graduação Alcóolica:  38% VOL. ,Barril:  DORNAS DE INOX ,,,LOCAL DE PRODUÇÃO: TORRE DE PEDRA - SP ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzido no Alambique Ouro Fino, localizado na zona rural da cidade de Torre de Pedra, interior de São Paulo, a cachaça WIBA Branca é uma bebida destilada da fermentação da cana de açúcar, armazenada em dornas de inox. A bebida com 38% de teor alcoólico é suave, possuindo um aroma frutado, ideal para o preparo de deliciosos e sofisticados drinks. É uma bebida límpida e com redução de aldeídos, o vilão da ressaca. Possui certificação atestada de análise da ESALQ-USP. Eleita por voto popular como uma das 250 melhores cachaças do Brasil pelo 3º Ranking da Cúpula da Cachaça. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2707,NOME DA CACHAÇA: Cachaça WIBA Senses Premium 750 ml,"PREÇO: R$ 255,00","['DESCRIÇÃO DA CACHAÇA: Cachaça WIBA Senses Premium, produzida em alambique de cobre, na cidade de Torre de Pedra, interior de São Paulo é uma bebida destilada da fermentação da cana de açúcar, envelhecida por três anos em tonéis de carvalho americano e apresenta notas adocicadas da madeira de amburana.', 'É uma bebida suave, com leve sabor de baunilha, das frutas secas e especiarias.', 'É uma cachaça única engarrafada em garrafas especiais, importadas da França.', 'Volume: 700ml  Teor Alcoólico: 40% Vol.']",Volume:  750 ML ,Graduação Alcóolica:  40% VOL. ,Barril:  TONÉIS DE CARVALHO E AMBURANA ,,,LOCAL DE PRODUÇÃO: TORRE DE PEDRA - SP ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzido em Alambique, localizado na zona rural da cidade de Torre de Pedra, São Paulo, a cachaça WIBA  Senses Premium é uma bebida alcoólica com teor de 40%, de colocação amarelo ouro, completamente límpida. É armazenada por três anos, em tonéis de carvalho e amburana, conferindo-lhe notas adocicadas da madeira amburana, com leve sabor de baunilha, frutas e especiarias. Engarrafada em garrafas importadas da França e são numeradas e um lote restrito de 01 a 897 unidades. Esta é uma cachaça única, capaz de impressionar o paladar dos mais exigentes apreciadores.    Prêmiações: Medalha de Prata no Concurso Mundial de Bruxelas 2018 Medalha de Prata no IAC 2018 (Instituto Agronômico de Campinas). 5º lugar no Ranking de Cachaças da Go’Where Gastronomia e Jovem Pan 2018. Cada garrafa acompanha: 1 embalagem de juta, 1 laço e 1 sacola kraft personalizada. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2708,NOME DA CACHAÇA: Cachaça WIBA Tropicália Ginger 500 ml,"PREÇO: R$ 81,00","['DESCRIÇÃO DA CACHAÇA: Cachaça WIBA Tropicália Ginger, produzida no alambique Ouro Fino, na cidade de Torre de Pedra, interior de São Paulo é uma bebida de alta qualidade, destilada da fermentação da cana de açúcar.', 'Extremamente aromática e de dulçor equilibrado possui notas de limão e um leve e agradável tom picante do gengibre.', 'A bebida é alta é centenária, sendo conhecida através das tradições do povo caiçara, habitantes da Ilhabela, litoral paulista.', 'Volume: 500 ml.', 'Teor Alcoólico: 14,5% Vol.']",Volume:  500 ML ,"Graduação Alcóolica:  14,5% VOL. ",RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: TORRE DE PEDRA - SP ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzido no Alambique Ouro Fino, localizado na zona rural da cidade de Torre de Pedra, interior de São Paulo, a cachaça WIBA Tropicália Ginger é uma bebida destilada da fermentação da cana de açúcar, reproduzida de uma receita centenária originária de Ilhabela, litoral de São Paulo, uma região já conhecida pelas aguardentes de alto teor alcóolico. Pesquisada pelo Wilson Barros, produtor e diretor da cachaça Wibba dentre a cultura etílica dos povos caiçaras, muito apreciada pelos paladares dos banquetes palacianos, a cachaça gengibrada se destacava. Há indícios de que era muito apreciada pela Princesa Isabel, a qual especula-se que tinha uma casa lá região da Ilhabela. A WIBA! Tropicália Ginger é uma releitura desse néctar. O resultado é uma bebida extremamente aromática. No paladar, tem dulçor equilibrado, notas cítricas do limão e uma leve e agradável picância, fiel à receita original dos antigos caiçaras.  A WIBA Tropicália Ginger possui em seu rótulo uma identidade visual que mescla modernidade e tradição, rompendo com rótulos que remetem aos engenhos ou ao período colonial, já explorados no mercado. O designer do rótulo utilizado pela WIBA ao mesmo que respeita a tradição e a história da Gengibrada, traz de forma moderna, o movimento das ondas, a a liberdade e a fluidez dos climas praianos. Quanto ao nome “Tropicália” é referência ao movimento musical dos anos 60, que atribuiu à MPB novos ares, sem desprezar a tradicional cultura brasileira, criando uma nova estética. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2709,NOME DA CACHAÇA: Licor Pequi Cream 500 ml,"PREÇO: R$ 115,00","['DESCRIÇÃO DA CACHAÇA: Licor Pequi Cream 500 ml - Licor Fino de Creme de Leite, Cacau e Pequi, produzido pela cachaçaria vale das águas quentes em Caldas Novas - GO']",Volume:  500 ML ,Graduação Alcóolica:  17%VOL ,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: CALDAS NOVAS - GO ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: A Cachaçaria Vale das Águas Quentes, de Caldas Novas - GO é composta por duas unidades. A unidade rural, que fornece a matéria-prima, propriedade particular de 300 héctares, localizada à 25 km de Caldas Novas. O plantio do canavial é feito de forma orgânica e os frutos naturais de cerrado como o pequi, curiola, murici, bacpari, jenipapo, gabiroba, mangaba, entre outros, são cuidadosamente selecionados para a fabricação de nosso licores artesanais. agres balsâmicos, melados, açúcar mascavo e rapadura. Além de suas Cachaças, a cachaçaria de Caldas Novas - GO é responsável por alguns produtos de nossa linha Gourmet, como vinagres balsâmicos, melados, açúcar mascavo e rapadura. A sede da Cachaçaria Vale das Águas Quentes proporciona a seus visitantes a oportunidade de presenciar o processo de fabricação de nossos produtos, o prazo de degustação e uma viagem ao passado do Brasil dos engenhos, dentro de uma estrutura arquitetônica rústica e aconchegante, com seus jardins e a Capela ao fundo. Premiações E o negócio deslanchou rápido. Sua ideia inicial era a de fazer uma cachaça que fosse tão gostosa e suave quanto o whisky. Para isso, fez parcerias com a USP de São Carlos e com a ESALQ, a Escola Superior de Agricultura de Piracicaba, ambas em SP.  Da busca, nasceu a Barril 12, premiada em 2007 em uma feira mundial de bebidas em Turim, na Itália; em 2009, terminou em vice. Em 2005, sua cachaça foi para a França, em um evento de degustação realizada na Embaixada brasileira em Paris, visando uma possível exportação, o que ainda não aconteceu pelo fato da produção ainda ser insuficiente. “Estamos dando um passo de cada vez”, diz.  Subindo um lance de escadas, na parte superior da loja, há uma espécie de sótão onde os barris da bebida ficam envelhecendo. É um local escuro, quente e com cheiro de mofo, mas para ele é um baita orgulho. São 200 tonéis, cada uma com capacidade de cerca de 200 litros de cachaça. Há também dois barris com dez mil litros e um de inox de 60 mil litros.. ",Modo de Produção:  LICOR ARTESANAL ,,,,,
2710,NOME DA CACHAÇA: Cachaça Melicana Amburana Pura Arte 700 ml,"PREÇO: R$ 125,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Melicana Amburana Pura Arte, produzida em alambique da Cachaçaria Melicana de Bom Despacho/MG.', 'É uma bebida destilada na fermentação da cana de açúcar, armazenada por 02 anos, em tonéis de castanheira amburana, de aroma elegante e flagrante de baunilha.', 'Volume: 750 ml  Teor Alcoólico: 40% Vol.']",Volume:  700 ML ,Graduação Alcóolica:  40% VOL. ,Barril:  TONÉIS DE CASTANHEIRA AMBURANA ,,,LOCAL DE PRODUÇÃO: BOM DESPACHO/MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzido em alambique da Cachaçaria Melicana, localizada na cidade de Bom Despacho, interior de Minas Gerais, a cachaça Melicana Amburana Pura Arte é uma bebida alcoólica com teor de 40% vol., de colocação amarelo ouro, sendo densa e límpida. Armazenada por 02 anos em tonéis de castanheira amburana, possui notas discretas e elegantes de canela e baunilha.  ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2711,NOME DA CACHAÇA: Rum Branco Florida 750 ML,"PREÇO: R$ 78,00","['DESCRIÇÃO DA CACHAÇA: Produzido pelo Alambique Sapucaia/SP, o Rum Branco Florida é produzido com melaço de cana de açúcar e também com o caldo fresco da cana, trazendo para o destilado final os toques característicos do rum convencional conhecido já conhecido, mas que também agregam aromas e sabores frescos da cana de açúcar e das leveduras peculiares do Alambique Sapucaia.', 'Volume: 750 ml  Teor Alcoólico: 40% Vol.']",Volume:  750 ML ,Graduação Alcóolica:  40% VOL. ,Barril:  TONÉIS DE INOX ,,,LOCAL DE PRODUÇÃO: PIRASSUNUNGA/SP ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: O Rum Branco Florida elaborado pelo Alambique Sapucaia, localizado na cidade de Pirassununga, interior de São Paulo é uma bebida produzida com melaço de cana de açúcar e o caldo fresco da cana, resultando em um destilado de alta qualidade com toques característicos do rum convencional e aromas, com sabores frescos da cana de açúcar e das leveduras peculiares do Alambique Sapucaia. É uma bebida apreciada pelos mais exigentes degustadores. ",Modo de Produção:  ARTESANAL OU DE ALAMBIQUE ,,,,,
2712,NOME DA CACHAÇA: Vanderley Azevedo 12 anos + Vanderley Azevedo 6 anos + Vanderley Azevedo Prata + Vanderley Azevedo 4 anos | Empório Cachaça Canela-de-Ema ,"PREÇO: R$ 429,00",['DESCRIÇÃO DA CACHAÇA: Promoção Relâmpago válida até 15/01 às 12 hrs Compre 1 Vanderley Azevedo 12 anos e Uma Vamderley Azevedo Barril Unico e ganhe uma Vanderley Azevedo prata e uma Vanderley Azevedo 4 anos'],VOLUME: nan,GRADUAÇÃO ALCOÓLICA: nan,RECIPIENTE DE ARMAZENAMENTO: nan,,,LOCAL DE PRODUÇÃO: nan,Tempo de Envelhecimento: 12 anos,,,,,,,INFORMAÇÕES DO PRODUTO: nan,MODO DE PRODUÇÃO: nan,,,,,
2713,NOME DA CACHAÇA: Cachaça Cambéba Extra Premium 10 anos,"PREÇO: R$ 320,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Cambéba Orgânica envelhecida por mais 10 anos em barris de Carvalho Americano.', 'Paladar ùnico e Fantástico.', 'Cachaça Goiâna com mais de 200 anos de tradição.', 'Cachaça Qualidade Ampaq.', '- Saiba mais sobre a nomenclatura das cachaças nesse post do nosso blog: ""Cachaça Com Madeira e sem Madeira""']",Volume:  700 ml ,Graduação Alcóolica:  39% ,Barril:  Barris de Carvalho ,,,LOCAL DE PRODUÇÃO: Alexânia - GO ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Cachaça Cambéba Orgânica - Alexânia GO Em 1808, o então Cap. José Félix de Azevedo e Sá, do regimento marinha do Ceará e Jaguaribe, após combater e aprisionar vários piratas franceses ao largo da cidade costeira de Pecém-Ceará, recebeu a missão do Presidente da Província do Ceará, Borba Alardo, para conduzir os prisioneiros a cadeia pública de Pernambuco evitando a viagem marítima devida a possibilidade de resgate dos Piratas. Chegando a capital pernambucana conheceu o processo de destilar uma Garapa fermentada de cana de açúcar. Trouxe o processo para seu sítio no município de Caucaia – CE. Deu-se então a fabricar cachaça de alambique. Com seu espírito Guerreiro, continuou a produzir mesmo no período de conflito da confederação do Equador, quando já Coronel foi Presidente da Província do Ceará. As cachaças artesanais CAMBÈBA passam por um delicado processo, que vai da moagem da Cana ao armazenamento em Barris de Carvalho. Tudo isso para produzir a Cachaça Artesanal Orgânica mais querida do Brasil Hoje a Cachaça CAMBÉBA é produzida em sua mais autêntica fórmula na cidade de Alexânia - Goiás – Brasil. Fotos do Antigo Alambique Cambéba no Ceará:         ",Modo de Produção:  Cachaça Artesanal Orgânica ,,,,,
2714,NOME DA CACHAÇA: Aguardente de Melado Melicana 700 ml,"PREÇO: R$ 74,00","['DESCRIÇÃO DA CACHAÇA: Aguardente de Melado produzida em alambique da Cachaçaria Melicana de Bom Despacho/MG é uma bebida destilada na fermentação do melado da cana de açúcar, armazenada por 02 anos, em tonéis de castanheira e ipê.', 'Volume: 700 ml  Teor Alcoólico: 40% Vol.']",Volume:  700 ML ,Graduação Alcóolica:  40% VOL. ,Barril:  TONÉIS DE CASTANHEIRA E IPÊ ,,,LOCAL DE PRODUÇÃO: BOM DESPACHO/MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Produzida em alambique da Cachaçaria Melicana, localizada na cidade de Bom Despacho, Minas Gerais, a aguardente de Melado Melicana é uma bebida destilada da fermentação do melado da cana-de-açúcar. Seu processo de fabricação corresponde ao da fabricação da rapadura, que antes do ponto, ainda mole e viscoso, caracteriza o melado. É armazenada pelo período de 02 anos, em tonéis de castanheira e ipê. Com um sabor inconfundível é ideal para ser apreciada pura ou para dar um toque especial em um drink.      ",Modo de Produção:  AGUARDENTE ARTESANAL OU DE ALAMBIQUE ,,,,,
2715,NOME DA CACHAÇA: Cachaça Amada Grápia 750 ml,"PREÇO: R$ 158,00","[""DESCRIÇÃO DA CACHAÇA: Cachaça Amada Grápia 750 ml, cachaça Premium envelhecida em Barrís de Grápia produzida em Dias D'Ávila - BA."", 'Essa cachaça foi eleita a 8ª melhor cachaça no ranking da cúpula da cachaça 2020.', 'Acidez baixa, cor âmbar de aroma intenso e amadeirado, harmoniza bem com carnes vermelhas e pratos mais condimentados.']",Volume:  750 ML ,Graduação Alcóolica:  40% ,Barril:  GRAPIA ,,,LOCAL DE PRODUÇÃO: DIAS D'ÁVILA - BA ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: O Alambique onde é produzida a cachaça amada se encontra às margens do Rio Jacuípe, no município de Dias D'ávila/BA. Esse município é conhecido como o local onde se encontram as melhores fonte de água da Bahia, com solos e clima excepcionalmente apropriados para o cultivo de cana-de-açúcar. O Alambique onde é produzido essa cachaça é atualamente um dos maiores alambiques da Bahia, e sua produção artesanal obedece a todos os padrões de boas práticas de produção de Cachaça.   ","Modo de Produção:  CACHAÇA DE ALAMBIQUE, OU ARTESANAL ",,,,,
2716,NOME DA CACHAÇA: Cachaça Barril de Prata 600 ml,"PREÇO: R$ 55,00",['DESCRIÇÃO DA CACHAÇA: Cachaça Artesanal Prata Barril de Prata 600 ml do Alambique Néctar do Cerrado de Monte Alegre de Minas - MG'],Volume:  600 ML ,Graduação Alcóolica:  39% ,Barril:  INOX ,,,LOCAL DE PRODUÇÃO: MONTE ALEGRE DE MINAS - MG ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Em 2001, um Grupo familiar de professores universitários mineiros amantes da Cachaça compraram o sítio onde é produzida a Cachaça Néctar do Cerrado com o sonho de resgatar o processo de produção artesanal da cachaça mineira, com envelhecimento em madeiras que representassem a diversidade dos sabores das cachaças de nosso país. A Qualidade da Néctar do Cerrado surpreendeu e logo o hobby ganhou apreciadores e o mercado, gerando um negócio de Bebidas que, ao longo de seus 18 anos de História conquistou certificações, prêmios e o seu espaço no mercado da cachaça nacional. O Engenho Néctar do Cerrado está sediado no sítio Flor do Cerrado localizado em Monte Alegre de Minas, a 70 km de Uberlândia-MG. Possui Capacidade de 240 mil litros por safra e atende hoje o mercado interno e externo. ",Modo de Produção:  CACHAÇA ARTESANAL OU DE ALAMBIQUE ,,,,,
2717,NOME DA CACHAÇA: Cachaça Cambéba Premium 700 ml,"PREÇO: R$ 150,00","['DESCRIÇÃO DA CACHAÇA: Cachaça Cambéba Premium 100% envelhecida por pelo menos 2 anos em Barris de 700 litros de Carvalho Americano   Quer saber mais sobre as Classificações das Cachaças, veja esse post do nosso Blog: ""Cachaça Com Madeira e Sem Madeira""']",Volume:  700 ml ,Graduação Alcóolica:  39% ,Barril:  Carvalho Americano ,,,LOCAL DE PRODUÇÃO: Alexânia - GO ,TEMPO DE ARMAZENAMENTO: nan,,,,,,,"INFORMAÇÕES DO PRODUTO: Cachaça Cambéba Orgânica - Alexânia GO Em 1808, o então Cap. José Félix de Azevedo e Sá, do regimento marinha do Ceará e Jaguaribe, após combater e aprisionar vários piratas franceses ao largo da cidade costeira de Pecém-Ceará, recebeu a missão do Presidente da Província do Ceará, Borba Alardo, para conduzir os prisioneiros a cadeia pública de Pernambuco evitando a viagem marítima devida a possibilidade de resgate dos Piratas. Chegando a capital pernambucana conheceu o processo de destilar uma Garapa fermentada de cana de açúcar. Trouxe o processo para seu sítio no município de Caucaia – CE. Deu-se então a fabricar cachaça de alambique. Com seu espírito Guerreiro, continuou a produzir mesmo no período de conflito da confederação do Equador, quando já Coronel foi Presidente da Província do Ceará. As cachaças CAMBÈBA passam por um delicado processo, que vai da moagem da Cana ao armazenamento em Barris de Carvalho. Tudo isso para produzir a Cachaça Orgânica mais querida do Brasil Hoje a Cachaça CAMBÉBA é produzida em sua mais autêntica fórmula na cidade de Alexânia - Goiás – Brasil.   ",Modo de Produção:  Cachaça Artesanal Orgânica ,,,,,
