,palavras,Arthur,Thiago,Priscilla
30961,adocicado,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
30962,aromatico,o,CARACTERISTICA_SENSORIAL_SABOR,o
30963,Encantos,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30964,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30965,Marquesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30966,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
30967,2010,TEMPO,TEMPO,TEMPO
30968,600ml,VOLUME,VOLUME,VOLUME
30969,R$,PRECO,PRECO,PRECO
30970,80,PRECO,PRECO,PRECO
30971,",",PRECO,PRECO,PRECO
30972,00,PRECO,PRECO,PRECO
30973,Encantos,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30974,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30975,Marquesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30976,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
30977,2010,TEMPO,TEMPO,TEMPO
30978,600ml,VOLUME,VOLUME,VOLUME
30979,Encantos,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30980,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30981,Marquesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30982,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
30983,2010,TEMPO,TEMPO,TEMPO
30984,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
30985,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
30986,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
30987,Encantos,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30988,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30989,Marquesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30990,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
30991,2010,TEMPO,TEMPO,TEMPO
30992,doce,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
30993,alcoólico,o,o,CARACTERISTICA_SENSORIAL_SABOR
30994,acidez,o,o,CARACTERISTICA_SENSORIAL_SABOR
30995,picância,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
30996,leve,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
30997,Encantos,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30998,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
30999,Marquesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31000,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31001,Encantos,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31002,da,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31003,Marquesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31004,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31005,2010,TEMPO,TEMPO,TEMPO
31006,Indaiabira,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31007,2009,TEMPO,TEMPO,TEMPO
31008,Eduardo,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31009,Martins,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31010,Ibama,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31011,fazenda,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31012,Marquesa,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31013,alambique,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,o
31014,200,VOLUME,VOLUME,VOLUME
31015,mil,VOLUME,VOLUME,VOLUME
31016,litros,VOLUME,VOLUME,VOLUME
31017,Escola,NOME_ORGANIZACAO,o,o
31018,Varietal,NOME_ORGANIZACAO,o,o
31019,Floral,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31020,flores,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31021,apícolas,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31022,doçura,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
31023,alcoólico,o,o,CARACTERISTICA_SENSORIAL_SABOR
31024,acidez,o,o,CARACTERISTICA_SENSORIAL_SABOR
31025,picância,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
31026,leve,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
31027,600,VOLUME,VOLUME,VOLUME
31028,ml,VOLUME,VOLUME,VOLUME
31029,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31030,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31031,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31032,Encantos,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31033,da,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31034,Marquesa,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31035,40%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
31036,incolor,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
31037,adocicados,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31038,floral,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31039,garapa,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31040,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31041,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31042,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31043,750ml,VOLUME,VOLUME,VOLUME
31044,R$,PRECO,PRECO,PRECO
31045,87,PRECO,PRECO,PRECO
31046,",",PRECO,PRECO,PRECO
31047,00,PRECO,PRECO,PRECO
31048,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31049,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31050,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31051,750ml,VOLUME,VOLUME,VOLUME
31052,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31053,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31054,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31055,blend,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31056,Rio,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31057,Grande,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31058,do,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31059,Sul,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31060,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31061,Weber,NOME_ORGANIZACAO,NOME_BEBIDA,NOME_BEBIDA
31062,Haus,NOME_ORGANIZACAO,NOME_BEBIDA,NOME_BEBIDA
31063,Blend,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31064,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31065,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31066,Premium,o,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31067,Weber,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31068,Haus,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31069,Premium,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31070,blend,o,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31071,Evandro,NOME_PESSOA,NOME_PESSOA,NOME_BEBIDA
31072,Weber,NOME_PESSOA,NOME_PESSOA,NOME_BEBIDA
31073,Weber,o,o,NOME_BEBIDA
31074,Weber,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_BEBIDA
31075,Haus,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_BEBIDA
31076,Weber,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_BEBIDA
31077,Haus,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_BEBIDA
31078,barricas,o,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31079,de,o,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31080,madeira,o,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31081,Evandro,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31082,doçura,o,o,CARACTERISTICA_SENSORIAL_SABOR
31083,180,o,VOLUME,VOLUME
31084,mil,o,VOLUME,VOLUME
31085,e,o,VOLUME,o
31086,200,VOLUME,VOLUME,VOLUME
31087,mil,VOLUME,VOLUME,VOLUME
31088,litros,VOLUME,VOLUME,VOLUME
31089,Weber,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
31090,Haus,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
31091,Lundu,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31092,Velho,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31093,Pescador,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31094,Umas,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31095,e,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31096,Outras,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31097,Leandro,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31098,Batista,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31099,Yaguara,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31100,da,o,o,NOME_BEBIDA
31101,Carmosina,NOME_BEBIDA,NOME_ORGANIZACAO,NOME_BEBIDA
31102,750,VOLUME,VOLUME,VOLUME
31103,ml,VOLUME,VOLUME,VOLUME
31104,Rio,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31105,Grande,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31106,do,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31107,Sul,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31108,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31109,Weber,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31110,Haus,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31111,38%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
31112,Amburana,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
31113,dourada,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
31114,adocicados,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31115,amadeirado,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31116,madeira,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31117,adocicado,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
31118,aromatico,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
31119,aveludada,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,CARACTERISTICA_SENSORIAL_CONSISTÊNCIA
31120,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31121,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31122,Edição,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31123,Especial,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31124,600ml,VOLUME,VOLUME,VOLUME
31125,R$,PRECO,PRECO,PRECO
31126,75,PRECO,PRECO,PRECO
31127,",",PRECO,PRECO,PRECO
31128,00,PRECO,PRECO,PRECO
31129,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31130,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31131,Edição,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31132,Especial,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31133,600ml,VOLUME,VOLUME,VOLUME
31134,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31135,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31136,Edição,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31137,Especial,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31138,Espírito,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31139,Santo,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31140,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31141,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31142,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31143,Edição,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31144,Especial,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31145,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31146,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31147,Edição,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31148,Especial,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31149,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31150,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31151,Edição,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31152,Especial,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,NOME_BEBIDA
31153,Espírito,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31154,Santo,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31155,Linhares,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31156,Sooretama,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31157,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31158,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31159,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31160,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31161,Pedro,NOME_PESSOA,NOME_PESSOA,o
31162,Henrique,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31163,Cellia,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31164,Adão,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31165,Cellia,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31166,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31167,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31168,Reserva,NOME_LOCAL,NOME_LOCAL,NOME_ORGANIZACAO
31169,Biológica,NOME_LOCAL,NOME_LOCAL,NOME_ORGANIZACAO
31170,de,NOME_LOCAL,NOME_LOCAL,NOME_ORGANIZACAO
31171,Sooretama,NOME_LOCAL,NOME_LOCAL,NOME_ORGANIZACAO
31172,2018,TEMPO,TEMPO,TEMPO
31173,Brasil,NOME_LOCAL,o,NOME_LOCAL
31174,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31175,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31176,Aquarela,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31177,três,o,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
31178,anos,o,TEMPO_ARMAZENAMENTO,TEMPO_ARMAZENAMENTO
31179,dornas,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31180,Jequitibá,TIPO_MADEIRA,TIPO_MADEIRA,RECIPIENTE_ARMAZENAMENTO
31181,Rosa,TIPO_MADEIRA,TIPO_MADEIRA,RECIPIENTE_ARMAZENAMENTO
31182,Espírito,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31183,Andressa,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31184,Princesa,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31185,Isabel,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31186,600,VOLUME,VOLUME,VOLUME
31187,ml,VOLUME,VOLUME,VOLUME
31188,Espírito,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31189,Santo,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31190,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31191,Princesa,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31192,Isabel,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31193,40%,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA,GRADUACAO_ALCOOLICA
31194,Jequitibá,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
31195,-,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
31196,Rosa,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
31197,incolor,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR,CARACTERISTICA_SENSORIAL_COR
31198,adocicados,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31199,adocicado,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR,CARACTERISTICA_SENSORIAL_SABOR
31200,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31201,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31202,700ml,VOLUME,VOLUME,VOLUME
31203,R$,PRECO,PRECO,PRECO
31204,52,PRECO,PRECO,PRECO
31205,",",PRECO,PRECO,PRECO
31206,00,PRECO,PRECO,PRECO
31207,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31208,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31209,700ml,VOLUME,VOLUME,VOLUME
31210,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31211,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31212,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31213,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31214,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31215,dornas,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31216,de,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31217,inox,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31218,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31219,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31220,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31221,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31222,Arnaldo,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31223,Ramoska,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31224,Cris,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31225,Amin,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31226,fazenda,NOME_ORGANIZACAO,NOME_ORGANIZACAO,o
31227,Guapiara,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31228,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31229,Otacílio,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31230,Tobias,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31231,Arnaldo,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31232,Cris,NOME_PESSOA,NOME_PESSOA,NOME_PESSOA
31233,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31234,Prata,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31235,barris,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31236,carvalho,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
31237,europeu,TIPO_MADEIRA,TIPO_MADEIRA,TIPO_MADEIRA
31238,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31239,Ouro,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31240,Brasil,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31241,branca,o,CLASSIFICACAO_BEBIDA,CLASSIFICACAO_BEBIDA
31242,Cúpula,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31243,da,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31244,Cachaça,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31245,IMA,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31246,/,o,o,NOME_ORGANIZACAO
31247,Inmetro,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31248,Tiê,NOME_BEBIDA,o,NOME_BEBIDA
31249,Tiê,o,o,NOME_BEBIDA
31250,Mata,o,o,NOME_LOCAL
31251,Atlântica,o,o,NOME_LOCAL
31252,Fazenda,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31253,Guapiara,NOME_ORGANIZACAO,NOME_ORGANIZACAO,NOME_ORGANIZACAO
31254,levemente,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31255,perfumado,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA,CARACTERISTICA_SENSORIAL_AROMA
31256,Tiê,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31257,Aiuruoca,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31258,Sul,NOME_LOCAL,NOME_LOCAL,o
31259,de,NOME_LOCAL,NOME_LOCAL,o
31260,Minas,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31261,Gerais,NOME_LOCAL,NOME_LOCAL,NOME_LOCAL
31262,limite,o,NOME_LOCAL,o
31263,do,o,NOME_LOCAL,o
31264,Circuito,o,NOME_LOCAL,NOME_LOCAL
31265,das,o,NOME_LOCAL,NOME_LOCAL
31266,Águas,o,NOME_LOCAL,NOME_LOCAL
31267,Circuito,o,NOME_LOCAL,NOME_LOCAL
31268,Terras,o,NOME_LOCAL,NOME_LOCAL
31269,Altas,o,NOME_LOCAL,NOME_LOCAL
31270,da,o,NOME_LOCAL,o
31271,Mantiqueira,o,NOME_LOCAL,NOME_LOCAL
31272,Parque,o,NOME_LOCAL,NOME_ORGANIZACAO
31273,Estadual,o,NOME_LOCAL,NOME_ORGANIZACAO
31274,da,o,NOME_LOCAL,NOME_ORGANIZACAO
31275,Serra,o,NOME_LOCAL,NOME_ORGANIZACAO
31276,do,o,NOME_LOCAL,NOME_ORGANIZACAO
31277,Papagaio,o,NOME_LOCAL,NOME_ORGANIZACAO
31278,Serra,o,NOME_LOCAL,NOME_LOCAL
31279,da,o,NOME_LOCAL,NOME_LOCAL
31280,Mantiqueira,o,NOME_LOCAL,NOME_LOCAL
31281,TIÊ,NOME_BEBIDA,NOME_BEBIDA,NOME_BEBIDA
31282,dornas,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31283,de,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31284,inox,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO,RECIPIENTE_ARMAZENAMENTO
31285,alambique,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
31286,de,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
31287,cobre,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO,EQUIPAMENTO_DESTILACAO
