,Palavras,Rotulo,Sentenca,Inicio,Fim,Documento,Particao,Identificacao_Treino_Teste
46659,MG,B-NOME_LOCAL,8209,68,70,636,10,teste
46660,",",O,8209,70,71,636,10,teste
46661,produz,O,8209,72,78,636,10,teste
46662,",",O,8209,78,79,636,10,teste
46663,sem,O,8209,80,83,636,10,teste
46664,dúvida,O,8209,84,90,636,10,teste
46665,nenhuma,O,8209,91,98,636,10,teste
46666,",",O,8209,98,99,636,10,teste
46667,uma,O,8209,100,103,636,10,teste
46668,das,O,8209,104,107,636,10,teste
46669,melhores,O,8209,108,116,636,10,teste
46670,cachaças,O,8209,117,125,636,10,teste
46671,de,O,8209,126,128,636,10,teste
46672,Minas,B-NOME_LOCAL,8209,129,134,636,10,teste
46673,Gerais,I-NOME_LOCAL,8209,135,141,636,10,teste
46674,.,O,8209,141,142,636,10,teste
46675,Modo,O,8210,0,4,636,10,teste
46676,de,O,8210,5,7,636,10,teste
46677,Produção,O,8210,8,16,636,10,teste
46678,:,O,8210,16,17,636,10,teste
46679,CACHAÇA,O,8210,18,25,636,10,teste
46680,ARTESANAL,O,8210,26,35,636,10,teste
46681,LOCAL,O,8211,0,5,636,10,teste
46682,DE,O,8211,6,8,636,10,teste
46683,PRODUÇÃO,O,8211,9,17,636,10,teste
46684,:,O,8211,17,18,636,10,teste
46685,TARUMIRIM,B-NOME_LOCAL,8211,19,28,636,10,teste
46686,-,O,8211,29,30,636,10,teste
46687,MG,B-NOME_LOCAL,8211,31,33,636,10,teste
46688,Barril,O,8212,0,6,636,10,teste
46689,:,O,8212,6,7,636,10,teste
46690,CARVALHO,B-TIPO_MADEIRA,8212,8,16,636,10,teste
46691,EUROPEU,I-TIPO_MADEIRA,8212,17,24,636,10,teste
46692,Volume,O,8213,0,6,636,10,teste
46693,:,O,8213,6,7,636,10,teste
46694,670,B-VOLUME,8213,8,11,636,10,teste
46695,ML,I-VOLUME,8213,12,14,636,10,teste
46696,Graduação,O,8214,0,9,636,10,teste
46697,Alcóolica,O,8214,10,19,636,10,teste
46698,:,O,8214,19,20,636,10,teste
46699,45%,B-GRADUACAO_ALCOOLICA,8214,21,24,636,10,teste
46700,NOME,O,8325,0,4,646,10,teste
46701,DA,O,8325,5,7,646,10,teste
46702,CACHAÇA,O,8325,8,15,646,10,teste
46703,:,O,8325,15,16,646,10,teste
46704,Cachaça,O,8325,17,24,646,10,teste
46705,Melicana,B-NOME_BEBIDA,8325,25,33,646,10,teste
46706,Amburana,B-TIPO_MADEIRA,8325,34,42,646,10,teste
46707,700,B-VOLUME,8325,43,46,646,10,teste
46708,ml,I-VOLUME,8325,47,49,646,10,teste
46709,PREÇO,O,8326,0,5,646,10,teste
46710,:,O,8326,5,6,646,10,teste
46711,R$,B-PRECO,8326,7,9,646,10,teste
46712,75,I-PRECO,8326,10,12,646,10,teste
46713,",",I-PRECO,8326,12,13,646,10,teste
46714,0,I-PRECO,8326,13,15,646,10,teste
46715,DESCRIÇÃO,O,8327,0,9,646,10,teste
46716,DA,O,8327,10,12,646,10,teste
46717,CACHAÇA,O,8327,13,20,646,10,teste
46718,:,O,8327,20,21,646,10,teste
46719,Cachaça,O,8327,22,29,646,10,teste
46720,Melicana,B-NOME_BEBIDA,8327,30,38,646,10,teste
46721,Amburana,B-TIPO_MADEIRA,8327,39,47,646,10,teste
46722,produzida,O,8327,48,57,646,10,teste
46723,em,O,8327,58,60,646,10,teste
46724,alambique,O,8327,61,70,646,10,teste
46725,da,O,8327,71,73,646,10,teste
46726,Cachaçaria,B-NOME_ORGANIZACAO,8327,74,84,646,10,teste
46727,Melicana,I-NOME_ORGANIZACAO,8327,85,93,646,10,teste
46728,de,O,8327,94,96,646,10,teste
46729,Bom,B-NOME_LOCAL,8327,97,100,646,10,teste
46730,Despacho,I-NOME_LOCAL,8327,101,109,646,10,teste
46731,/,O,8327,109,110,646,10,teste
46732,MG,B-NOME_LOCAL,8327,110,112,646,10,teste
46733,.,O,8327,112,113,646,10,teste
46734,É,O,8328,0,1,646,10,teste
46735,uma,O,8328,2,5,646,10,teste
46736,bebida,O,8328,6,12,646,10,teste
46737,destilada,O,8328,13,22,646,10,teste
46738,na,O,8328,23,25,646,10,teste
46739,fermentação,O,8328,26,37,646,10,teste
46740,da,O,8328,38,40,646,10,teste
46741,cana,O,8328,41,45,646,10,teste
46742,de,O,8328,46,48,646,10,teste
46743,açúcar,O,8328,49,55,646,10,teste
46744,",",O,8328,55,56,646,10,teste
46745,armazenada,O,8328,57,67,646,10,teste
46746,por,O,8328,68,71,646,10,teste
46747,2,B-TEMPO_ARMAZENAMENTO,8328,72,74,646,10,teste
46748,anos,I-TEMPO_ARMAZENAMENTO,8328,75,79,646,10,teste
46749,",",O,8328,79,80,646,10,teste
46750,em,O,8328,81,83,646,10,teste
46751,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8328,84,90,646,10,teste
46752,de,O,8328,91,93,646,10,teste
46753,amburana,B-TIPO_MADEIRA,8328,94,102,646,10,teste
46754,e,O,8328,103,104,646,10,teste
46755,castanheira,B-TIPO_MADEIRA,8328,105,116,646,10,teste
46756,.,O,8328,116,117,646,10,teste
46757,Volume,O,8329,0,6,646,10,teste
46758,:,O,8329,6,7,646,10,teste
46759,700,B-VOLUME,8329,8,11,646,10,teste
46760,ml,I-VOLUME,8329,12,14,646,10,teste
46761,Teor,O,8329,15,19,646,10,teste
46762,Alcoólico,O,8329,20,29,646,10,teste
46763,:,O,8329,29,30,646,10,teste
46764,40%,B-GRADUACAO_ALCOOLICA,8329,31,34,646,10,teste
46765,Vol,O,8329,35,38,646,10,teste
46766,.,O,8329,38,39,646,10,teste
46767,INFORMAÇÕES,O,8330,0,11,646,10,teste
46768,DO,O,8330,12,14,646,10,teste
46769,PRODUTO,O,8330,15,22,646,10,teste
46770,:,O,8330,22,23,646,10,teste
46771,Produzida,O,8330,24,33,646,10,teste
46772,em,O,8330,34,36,646,10,teste
46773,alambique,O,8330,37,46,646,10,teste
46774,da,O,8330,47,49,646,10,teste
46775,Cachaçaria,B-NOME_ORGANIZACAO,8330,50,60,646,10,teste
46776,Melicana,I-NOME_ORGANIZACAO,8330,61,69,646,10,teste
46777,",",O,8330,69,70,646,10,teste
46778,localizada,O,8330,71,81,646,10,teste
46779,na,O,8330,82,84,646,10,teste
46780,cidade,O,8330,85,91,646,10,teste
46781,de,O,8330,92,94,646,10,teste
46782,Bom,B-NOME_LOCAL,8330,95,98,646,10,teste
46783,Despacho,I-NOME_LOCAL,8330,99,107,646,10,teste
46784,",",O,8330,107,108,646,10,teste
46785,Minas,B-NOME_LOCAL,8330,109,114,646,10,teste
46786,Gerais,I-NOME_LOCAL,8330,115,121,646,10,teste
46787,",",O,8330,121,122,646,10,teste
46788,a,O,8330,123,124,646,10,teste
46789,cachaça,O,8330,125,132,646,10,teste
46790,Melicana,B-NOME_BEBIDA,8330,133,141,646,10,teste
46791,Amburana,B-TIPO_MADEIRA,8330,142,150,646,10,teste
46792,é,O,8330,151,152,646,10,teste
46793,uma,O,8330,153,156,646,10,teste
46794,bebida,O,8330,157,163,646,10,teste
46795,alcoólica,O,8330,164,173,646,10,teste
46796,com,O,8330,174,177,646,10,teste
46797,teor,O,8330,178,182,646,10,teste
46798,de,O,8330,183,185,646,10,teste
46799,graduação,O,8330,186,195,646,10,teste
46800,alcóolica,O,8330,196,205,646,10,teste
46801,de,O,8330,206,208,646,10,teste
46802,40%,B-GRADUACAO_ALCOOLICA,8330,209,212,646,10,teste
46803,",",O,8330,212,213,646,10,teste
46804,envelhecida,O,8330,214,225,646,10,teste
46805,por,O,8330,226,229,646,10,teste
46806,2,B-TEMPO_ARMAZENAMENTO,8330,230,232,646,10,teste
46807,anos,I-TEMPO_ARMAZENAMENTO,8330,233,237,646,10,teste
46808,em,O,8330,238,240,646,10,teste
46809,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8330,241,247,646,10,teste
46810,de,O,8330,248,250,646,10,teste
46811,madeiras,O,8330,251,259,646,10,teste
46812,amburana,B-TIPO_MADEIRA,8330,260,268,646,10,teste
46813,e,O,8330,269,270,646,10,teste
46814,castanheira,B-TIPO_MADEIRA,8330,271,282,646,10,teste
46815,.,O,8330,282,283,646,10,teste
46816,Possuindo,O,8331,0,9,646,10,teste
46817,aromas,O,8331,10,16,646,10,teste
46818,de,O,8331,17,19,646,10,teste
46819,cravo,B-CARACTERISTICA_SENSORIAL_AROMA,8331,20,25,646,10,teste
46820,e,O,8331,26,27,646,10,teste
46821,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,8331,28,36,646,10,teste
46822,",",O,8331,36,37,646,10,teste
46823,com,O,8331,38,41,646,10,teste
46824,notas,B-CARACTERISTICA_SENSORIAL_AROMA,8331,42,47,646,10,teste
46825,de,I-CARACTERISTICA_SENSORIAL_AROMA,8331,48,50,646,10,teste
46826,coco,I-CARACTERISTICA_SENSORIAL_AROMA,8331,51,55,646,10,teste
46827,é,O,8331,56,57,646,10,teste
46828,uma,O,8331,58,61,646,10,teste
46829,ótima,O,8331,62,67,646,10,teste
46830,dica,O,8331,68,72,646,10,teste
46831,para,O,8331,73,77,646,10,teste
46832,um,O,8331,78,80,646,10,teste
46833,aperitivo,O,8331,81,90,646,10,teste
46834,.,O,8331,90,91,646,10,teste
46835,Modo,O,8332,0,4,646,10,teste
46836,de,O,8332,5,7,646,10,teste
46837,Produção,O,8332,8,16,646,10,teste
46838,:,O,8332,16,17,646,10,teste
46839,CACHAÇA,O,8332,18,25,646,10,teste
46840,ARTESANAL,O,8332,26,35,646,10,teste
46841,OU,O,8332,36,38,646,10,teste
46842,DE,O,8332,39,41,646,10,teste
46843,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8332,42,51,646,10,teste
46844,LOCAL,O,8333,0,5,646,10,teste
46845,DE,O,8333,6,8,646,10,teste
46846,PRODUÇÃO,O,8333,9,17,646,10,teste
46847,:,O,8333,17,18,646,10,teste
46848,BOM,B-NOME_LOCAL,8333,19,22,646,10,teste
46849,DESPACHO,I-NOME_LOCAL,8333,23,31,646,10,teste
46850,/,O,8333,31,32,646,10,teste
46851,MG,B-NOME_LOCAL,8333,32,34,646,10,teste
46852,Barril,O,8334,0,6,646,10,teste
46853,:,O,8334,6,7,646,10,teste
46854,TONÉIS,B-RECIPIENTE_ARMAZENAMENTO,8334,8,14,646,10,teste
46855,DE,O,8334,15,17,646,10,teste
46856,AMBURANA,B-TIPO_MADEIRA,8334,18,26,646,10,teste
46857,E,O,8334,27,28,646,10,teste
46858,CASTANHEIRA,B-TIPO_MADEIRA,8334,29,40,646,10,teste
46859,Volume,O,8335,0,6,646,10,teste
46860,:,O,8335,6,7,646,10,teste
46861,700,B-VOLUME,8335,8,11,646,10,teste
46862,ML,I-VOLUME,8335,12,14,646,10,teste
46863,Graduação,O,8336,0,9,646,10,teste
46864,Alcóolica,O,8336,10,19,646,10,teste
46865,:,O,8336,19,20,646,10,teste
46866,40%,B-GRADUACAO_ALCOOLICA,8336,21,24,646,10,teste
46867,VOL,O,8336,25,28,646,10,teste
46868,.,O,8336,28,29,646,10,teste
46869,NOME,O,8337,0,4,647,10,teste
46870,DA,O,8337,5,7,647,10,teste
46871,CACHAÇA,O,8337,8,15,647,10,teste
46872,:,O,8337,15,16,647,10,teste
46873,Cachaça,O,8337,17,24,647,10,teste
46874,Castanheira,B-TIPO_MADEIRA,8337,25,36,647,10,teste
46875,Amburana,B-TIPO_MADEIRA,8337,37,45,647,10,teste
46876,Pura,B-NOME_BEBIDA,8337,46,50,647,10,teste
46877,Arte,I-NOME_BEBIDA,8337,51,55,647,10,teste
46878,700,B-VOLUME,8337,56,59,647,10,teste
46879,ml,I-VOLUME,8337,60,62,647,10,teste
46880,PREÇO,O,8338,0,5,647,10,teste
46881,:,O,8338,5,6,647,10,teste
46882,R$,B-PRECO,8338,7,9,647,10,teste
46883,125,I-PRECO,8338,10,13,647,10,teste
46884,",",I-PRECO,8338,13,14,647,10,teste
46885,0,I-PRECO,8338,14,16,647,10,teste
46886,DESCRIÇÃO,O,8339,0,9,647,10,teste
46887,DA,O,8339,10,12,647,10,teste
46888,CACHAÇA,O,8339,13,20,647,10,teste
46889,:,O,8339,20,21,647,10,teste
46890,Cachaça,O,8339,22,29,647,10,teste
46891,Melicana,B-NOME_BEBIDA,8339,30,38,647,10,teste
46892,Castanheira,B-TIPO_MADEIRA,8339,39,50,647,10,teste
46893,Pura,B-NOME_BEBIDA,8339,51,55,647,10,teste
46894,Arte,I-NOME_BEBIDA,8339,56,60,647,10,teste
46895,é,O,8339,61,62,647,10,teste
46896,produzida,O,8339,63,72,647,10,teste
46897,em,O,8339,73,75,647,10,teste
46898,alambique,O,8339,76,85,647,10,teste
46899,da,O,8339,86,88,647,10,teste
46900,Cachaçaria,B-NOME_ORGANIZACAO,8339,89,99,647,10,teste
46901,Melicana,I-NOME_ORGANIZACAO,8339,100,108,647,10,teste
46902,de,O,8339,109,111,647,10,teste
46903,Bom,B-NOME_LOCAL,8339,112,115,647,10,teste
46904,Despacho,I-NOME_LOCAL,8339,116,124,647,10,teste
46905,/,O,8339,124,125,647,10,teste
46906,MG,B-NOME_LOCAL,8339,125,127,647,10,teste
46907,.,O,8339,127,128,647,10,teste
46908,É,O,8340,0,1,647,10,teste
46909,uma,O,8340,2,5,647,10,teste
46910,bebida,O,8340,6,12,647,10,teste
46911,destilada,O,8340,13,22,647,10,teste
46912,na,O,8340,23,25,647,10,teste
46913,fermentação,O,8340,26,37,647,10,teste
46914,da,O,8340,38,40,647,10,teste
46915,cana,O,8340,41,45,647,10,teste
46916,de,O,8340,46,48,647,10,teste
46917,açúcar,O,8340,49,55,647,10,teste
46918,",",O,8340,55,56,647,10,teste
46919,armazenada,O,8340,57,67,647,10,teste
46920,por,O,8340,68,71,647,10,teste
46921,2,B-TEMPO_ARMAZENAMENTO,8340,72,74,647,10,teste
46922,anos,I-TEMPO_ARMAZENAMENTO,8340,75,79,647,10,teste
46923,",",O,8340,79,80,647,10,teste
46924,em,O,8340,81,83,647,10,teste
46925,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8340,84,90,647,10,teste
46926,de,O,8340,91,93,647,10,teste
46927,castanheira,B-TIPO_MADEIRA,8340,94,105,647,10,teste
46928,.,O,8340,105,106,647,10,teste
46929,Volume,O,8341,0,6,647,10,teste
46930,:,O,8341,6,7,647,10,teste
46931,700,B-VOLUME,8341,8,11,647,10,teste
46932,ml,I-VOLUME,8341,12,14,647,10,teste
46933,Teor,O,8341,15,19,647,10,teste
46934,Alcoólico,O,8341,20,29,647,10,teste
46935,:,O,8341,29,30,647,10,teste
46936,40%,B-GRADUACAO_ALCOOLICA,8341,31,34,647,10,teste
46937,Vol,O,8341,35,38,647,10,teste
46938,.,O,8341,38,39,647,10,teste
46939,INFORMAÇÕES,O,8342,0,11,647,10,teste
46940,DO,O,8342,12,14,647,10,teste
46941,PRODUTO,O,8342,15,22,647,10,teste
46942,:,O,8342,22,23,647,10,teste
46943,Produzido,O,8342,24,33,647,10,teste
46944,em,O,8342,34,36,647,10,teste
46945,alambique,O,8342,37,46,647,10,teste
46946,da,O,8342,47,49,647,10,teste
46947,Cachaçaria,B-NOME_ORGANIZACAO,8342,50,60,647,10,teste
46948,Melicana,I-NOME_ORGANIZACAO,8342,61,69,647,10,teste
46949,",",O,8342,69,70,647,10,teste
46950,localizada,O,8342,71,81,647,10,teste
46951,na,O,8342,82,84,647,10,teste
46952,cidade,O,8342,85,91,647,10,teste
46953,de,O,8342,92,94,647,10,teste
46954,Bom,B-NOME_LOCAL,8342,95,98,647,10,teste
46955,Despacho,I-NOME_LOCAL,8342,99,107,647,10,teste
46956,",",O,8342,107,108,647,10,teste
46957,Minas,B-NOME_LOCAL,8342,109,114,647,10,teste
46958,Gerais,I-NOME_LOCAL,8342,115,121,647,10,teste
46959,",",O,8342,121,122,647,10,teste
46960,a,O,8342,123,124,647,10,teste
46961,cachaça,O,8342,125,132,647,10,teste
46962,Melicana,B-NOME_BEBIDA,8342,133,141,647,10,teste
46963,Castanheira,I-NOME_BEBIDA,8342,142,153,647,10,teste
46964,Pura,I-NOME_BEBIDA,8342,154,158,647,10,teste
46965,Arte,I-NOME_BEBIDA,8342,159,163,647,10,teste
46966,é,O,8342,164,165,647,10,teste
46967,uma,O,8342,166,169,647,10,teste
46968,bebida,O,8342,170,176,647,10,teste
46969,alcoólica,O,8342,177,186,647,10,teste
46970,com,O,8342,187,190,647,10,teste
46971,teor,O,8342,191,195,647,10,teste
46972,de,O,8342,196,198,647,10,teste
46973,graduação,O,8342,199,208,647,10,teste
46974,alcóolica,O,8342,209,218,647,10,teste
46975,de,O,8342,219,221,647,10,teste
46976,40%,B-GRADUACAO_ALCOOLICA,8342,222,225,647,10,teste
46977,",",O,8342,225,226,647,10,teste
46978,envelhecida,O,8342,227,238,647,10,teste
46979,em,O,8342,239,241,647,10,teste
46980,tonéis,B-RECIPIENTE_ARMAZENAMENTO,8342,242,248,647,10,teste
46981,de,I-RECIPIENTE_ARMAZENAMENTO,8342,249,251,647,10,teste
46982,madeira,I-RECIPIENTE_ARMAZENAMENTO,8342,252,259,647,10,teste
46983,castanheira,B-TIPO_MADEIRA,8342,260,271,647,10,teste
46984,pelo,O,8342,272,276,647,10,teste
46985,período,O,8342,277,284,647,10,teste
46986,de,O,8342,285,287,647,10,teste
46987,2,B-TEMPO_ARMAZENAMENTO,8342,288,290,647,10,teste
46988,anos,I-TEMPO_ARMAZENAMENTO,8342,291,295,647,10,teste
46989,.,O,8342,295,296,647,10,teste
46990,Possui,O,8343,0,6,647,10,teste
46991,leve,O,8343,7,11,647,10,teste
46992,aroma,O,8343,12,17,647,10,teste
46993,de,O,8343,18,20,647,10,teste
46994,especiarias,B-CARACTERISTICA_SENSORIAL_AROMA,8343,21,32,647,10,teste
46995,picantes,I-CARACTERISTICA_SENSORIAL_AROMA,8343,33,41,647,10,teste
46996,e,O,8343,42,43,647,10,teste
46997,cana,B-CARACTERISTICA_SENSORIAL_AROMA,8343,44,48,647,10,teste
46998,de,I-CARACTERISTICA_SENSORIAL_AROMA,8343,49,51,647,10,teste
46999,açúcar,I-CARACTERISTICA_SENSORIAL_AROMA,8343,52,58,647,10,teste
47000,",",O,8343,58,59,647,10,teste
47001,com,O,8343,60,63,647,10,teste
47002,notas,B-CARACTERISTICA_SENSORIAL_AROMA,8343,64,69,647,10,teste
47003,de,I-CARACTERISTICA_SENSORIAL_AROMA,8343,70,72,647,10,teste
47004,coco,I-CARACTERISTICA_SENSORIAL_AROMA,8343,73,77,647,10,teste
47005,",",O,8343,77,78,647,10,teste
47006,sendo,O,8343,79,84,647,10,teste
47007,uma,O,8343,85,88,647,10,teste
47008,cachaça,O,8343,89,96,647,10,teste
47009,perfeita,O,8343,97,105,647,10,teste
47010,para,O,8343,106,110,647,10,teste
47011,a,O,8343,111,112,647,10,teste
47012,elaboração,O,8343,113,123,647,10,teste
47013,de,O,8343,124,126,647,10,teste
47014,drinks,O,8343,127,133,647,10,teste
47015,sofisticados,O,8343,134,146,647,10,teste
47016,.,O,8343,146,147,647,10,teste
47017,Modo,O,8344,0,4,647,10,teste
47018,de,O,8344,5,7,647,10,teste
47019,Produção,O,8344,8,16,647,10,teste
47020,:,O,8344,16,17,647,10,teste
47021,CACHAÇA,O,8344,18,25,647,10,teste
47022,ARTESANAL,O,8344,26,35,647,10,teste
47023,OU,O,8344,36,38,647,10,teste
47024,DE,O,8344,39,41,647,10,teste
47025,ALAMBIQUE,B-EQUIPAMENTO_DESTILACAO,8344,42,51,647,10,teste
47026,LOCAL,O,8345,0,5,647,10,teste
47027,DE,O,8345,6,8,647,10,teste
47028,PRODUÇÃO,O,8345,9,17,647,10,teste
47029,:,O,8345,17,18,647,10,teste
47030,BOM,B-NOME_LOCAL,8345,19,22,647,10,teste
47031,DESPACHO,I-NOME_LOCAL,8345,23,31,647,10,teste
47032,/,O,8345,31,32,647,10,teste
47033,MG,B-NOME_LOCAL,8345,32,34,647,10,teste
47034,Barril,O,8346,0,6,647,10,teste
47035,:,O,8346,6,7,647,10,teste
47036,TONÉIS,B-RECIPIENTE_ARMAZENAMENTO,8346,8,14,647,10,teste
47037,DE,O,8346,15,17,647,10,teste
47038,CASTANHEIRA,B-TIPO_MADEIRA,8346,18,29,647,10,teste
47039,Volume,O,8347,0,6,647,10,teste
47040,:,O,8347,6,7,647,10,teste
47041,700,B-VOLUME,8347,8,11,647,10,teste
47042,ML,I-VOLUME,8347,12,14,647,10,teste
47043,Graduação,O,8348,0,9,647,10,teste
47044,Alcóolica,O,8348,10,19,647,10,teste
47045,:,O,8348,19,20,647,10,teste
47046,40%,B-GRADUACAO_ALCOOLICA,8348,21,24,647,10,teste
47047,VOL,O,8348,25,28,647,10,teste
47048,.,O,8348,28,29,647,10,teste
47049,NOME,O,8510,0,4,659,10,teste
47050,DA,O,8510,5,7,659,10,teste
47051,CACHAÇA,O,8510,8,15,659,10,teste
47052,:,O,8510,15,16,659,10,teste
47053,Cachaça,O,8510,17,24,659,10,teste
47054,Santa,B-NOME_BEBIDA,8510,25,30,659,10,teste
47055,Terezinha,I-NOME_BEBIDA,8510,31,40,659,10,teste
47056,Carvalho,B-TIPO_MADEIRA,8510,41,49,659,10,teste
47057,Europeu,I-TIPO_MADEIRA,8510,50,57,659,10,teste
47058,500,B-VOLUME,8510,58,61,659,10,teste
47059,ML,I-VOLUME,8510,62,64,659,10,teste
47060,PREÇO,O,8511,0,5,659,10,teste
47061,:,O,8511,5,6,659,10,teste
47062,R$,B-PRECO,8511,7,9,659,10,teste
47063,89,I-PRECO,8511,10,12,659,10,teste
47064,",",I-PRECO,8511,12,13,659,10,teste
47065,90,I-PRECO,8511,13,15,659,10,teste
47066,DESCRIÇÃO,O,8512,0,9,659,10,teste
47067,DA,O,8512,10,12,659,10,teste
47068,CACHAÇA,O,8512,13,20,659,10,teste
47069,:,O,8512,20,21,659,10,teste
47070,A,O,8512,22,23,659,10,teste
47071,Cachaça,O,8512,24,31,659,10,teste
47072,Santa,B-NOME_BEBIDA,8512,32,37,659,10,teste
47073,Terezinha,I-NOME_BEBIDA,8512,38,47,659,10,teste
47074,Carvalho,B-TIPO_MADEIRA,8512,48,56,659,10,teste
47075,é,O,8512,57,58,659,10,teste
47076,uma,O,8512,59,62,659,10,teste
47077,cachaça,O,8512,63,70,659,10,teste
47078,produzida,O,8512,71,80,659,10,teste
47079,artesanalmente,O,8512,81,95,659,10,teste
47080,pela,O,8512,96,100,659,10,teste
47081,Fazenda,B-NOME_ORGANIZACAO,8512,101,108,659,10,teste
47082,Santa,I-NOME_ORGANIZACAO,8512,109,114,659,10,teste
47083,Terezinha,I-NOME_ORGANIZACAO,8512,115,124,659,10,teste
47084,",",O,8512,124,125,659,10,teste
47085,localizada,O,8512,126,136,659,10,teste
47086,na,O,8512,137,139,659,10,teste
47087,Região,B-NOME_LOCAL,8512,140,146,659,10,teste
47088,do,I-NOME_LOCAL,8512,147,149,659,10,teste
47089,Vale,I-NOME_LOCAL,8512,150,154,659,10,teste
47090,do,I-NOME_LOCAL,8512,155,157,659,10,teste
47091,Canaã,I-NOME_LOCAL,8512,158,163,659,10,teste
47092,",",O,8512,163,164,659,10,teste
47093,situada,O,8512,165,172,659,10,teste
47094,nas,O,8512,173,176,659,10,teste
47095,montanhas,O,8512,177,186,659,10,teste
47096,do,O,8512,187,189,659,10,teste
47097,Espírito,B-NOME_LOCAL,8512,190,198,659,10,teste
47098,Santo,I-NOME_LOCAL,8512,199,204,659,10,teste
47099,.,O,8512,204,205,659,10,teste
47100,Esta,O,8513,0,4,659,10,teste
47101,é,O,8513,5,6,659,10,teste
47102,uma,O,8513,7,10,659,10,teste
47103,cachaça,O,8513,11,18,659,10,teste
47104,de,O,8513,19,21,659,10,teste
47105,aroma,O,8513,22,27,659,10,teste
47106,e,O,8513,28,29,659,10,teste
47107,sabor,O,8513,30,35,659,10,teste
47108,inigualáveis,O,8513,36,48,659,10,teste
47109,",",O,8513,48,49,659,10,teste
47110,sendo,O,8513,50,55,659,10,teste
47111,envelhecida,O,8513,56,67,659,10,teste
47112,por,O,8513,68,71,659,10,teste
47113,2,B-TEMPO_ARMAZENAMENTO,8513,72,74,659,10,teste
47114,anos,I-TEMPO_ARMAZENAMENTO,8513,75,79,659,10,teste
47115,",",O,8513,79,80,659,10,teste
47116,em,O,8513,81,83,659,10,teste
47117,barris,B-RECIPIENTE_ARMAZENAMENTO,8513,84,90,659,10,teste
47118,de,O,8513,91,93,659,10,teste
47119,carvalho,B-TIPO_MADEIRA,8513,94,102,659,10,teste
47120,europeu,I-TIPO_MADEIRA,8513,103,110,659,10,teste
47121,.,O,8513,110,111,659,10,teste
47122,Essa,O,8514,0,4,659,10,teste
47123,maravilhosa,O,8514,5,16,659,10,teste
47124,cachaça,O,8514,17,24,659,10,teste
47125,possui,O,8514,25,31,659,10,teste
47126,uma,O,8514,32,35,659,10,teste
47127,acidez,B-CARACTERISTICA_SENSORIAL_SABOR,8514,36,42,659,10,teste
47128,bem,I-CARACTERISTICA_SENSORIAL_SABOR,8514,43,46,659,10,teste
47129,presente,I-CARACTERISTICA_SENSORIAL_SABOR,8514,47,55,659,10,teste
47130,",",O,8514,55,56,659,10,teste
47131,sendo,O,8514,57,62,659,10,teste
47132,uma,O,8514,63,66,659,10,teste
47133,bebida,O,8514,67,73,659,10,teste
47134,a,O,8514,74,75,659,10,teste
47135,ser,O,8514,76,79,659,10,teste
47136,apreciada,O,8514,80,89,659,10,teste
47137,em,O,8514,90,92,659,10,teste
47138,momentos,O,8514,93,101,659,10,teste
47139,especiais,O,8514,102,111,659,10,teste
47140,.,O,8514,111,112,659,10,teste
47141,Volume,O,8515,0,6,659,10,teste
47142,:,O,8515,6,7,659,10,teste
47143,500,B-VOLUME,8515,8,11,659,10,teste
47144,ml,I-VOLUME,8515,12,14,659,10,teste
47145,Teor,O,8515,15,19,659,10,teste
47146,Alcoólico,O,8515,20,29,659,10,teste
47147,:,O,8515,29,30,659,10,teste
47148,38%,B-GRADUACAO_ALCOOLICA,8515,31,34,659,10,teste
47149,Vol,O,8515,35,38,659,10,teste
47150,.,O,8515,38,39,659,10,teste
47151,INFORMAÇÕES,O,8516,0,11,659,10,teste
47152,DO,O,8516,12,14,659,10,teste
47153,PRODUTO,O,8516,15,22,659,10,teste
47154,:,O,8516,22,23,659,10,teste
47155,A,O,8516,24,25,659,10,teste
47156,cachaça,O,8516,26,33,659,10,teste
47157,Santa,B-NOME_BEBIDA,8516,34,39,659,10,teste
47158,Terezinha,I-NOME_BEBIDA,8516,40,49,659,10,teste
47159,tem,O,8516,50,53,659,10,teste
47160,origem,O,8516,54,60,659,10,teste
47161,na,O,8516,61,63,659,10,teste
47162,Região,B-NOME_LOCAL,8516,64,70,659,10,teste
47163,do,I-NOME_LOCAL,8516,71,73,659,10,teste
47164,Vale,I-NOME_LOCAL,8516,74,78,659,10,teste
47165,do,I-NOME_LOCAL,8516,79,81,659,10,teste
